round,species,regime,share_before,percentage_before,initial_mass,final_mass,mass_change,payoff
13,predator,P2,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.00802567439288739,-0.001974325607112609,0.9541712085553303
13,predator,M1,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.00803875342973764,-0.001961246570262358,0.9583819937740208
13,predator,M2,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.0080394685812897,-0.001960531418710299,0.958549488057394
14,prey,D,0.85,85.0,0.8500000000000001,0.9928065653798425,0.14280656537984238,0.9590584057981134
14,prey,N,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.01141018466566112,0.0014101846656611183,0.9801849297025904
14,prey,P1,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.01150741044885872,0.0015074104488587182,0.9763690492025762
14,prey,P2,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.011628289678255911,0.0016282896782559095,0.9668201255278414
14,prey,M1,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.01140105929561939,0.001401059295619388,0.9792265345222337
14,prey,M2,0.11000000000000001,11.000000000000002,0.1100000000000001,0.1280272750064627,0.01802727500646259,0.9643790982820454
14,predator,D,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.008165317690078673,-0.0018346823099213254,0.9245124629483332
14,predator,N,0.28,28.000000000000004,0.28,0.21871222828953402,-0.06128777171046601,0.9665685703783149
14,predator,P1,0.6799999999999999,68.0,0.6799999999999998,0.5425459678488859,-0.13745403215111396,0.9585715913978741
14,predator,P2,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.007951042649694989,-0.0020489573503050095,0.952262140995159
14,predator,M1,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.007970425748260427,-0.002029574251739571,0.9499490299859908
14,predator,M2,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.007963726917105927,-0.0020362730828940717,0.9572233933196375
15,prey,D,0.95,95.0,0.9499999999999996,1.104553307058884,0.15455330705888437,0.9590325011927268
15,prey,N,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.011431849561487744,0.0014318495614877424,0.9824957061348613
15,prey,P1,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.011501034638515423,0.0015010346385154211,0.9757857248861991
15,prey,P2,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.011596367159643248,0.0015963671596432461,0.9701400637167977
15,prey,M1,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.011408505349600103,0.0014085053496001015,0.9791102638577891
